"","row","item","version","letter","sentence","sentence_spr","im_jahr","year","future","pp","objnp","qm1","fact","qm2","verb","comma","spillover_verb","name","spillover_pp","full_sentence","condition","list","life_status","yes_F","yes_J","life_mismatch","fact_mismatch","type","created","occupation","file_name"
"53",53,27,106,"c","106c","Im Jahr*2017*werde ich*das Lied*""Cream""*aufnehmen,*das berichtete*Prince*auf einer Aftershowparty.","Im Jahr","2017","werde ich","das","Lied","""","Cream","""","aufnehmen",",","das berichtete","Prince","auf einer Aftershowparty.","Im Jahr 2017 werde ich das Lied ""Cream"" aufnehmen, das berichtete Prince auf einer Aftershowparty.","life mismatch","L1","dead","FALSE","J","mismatch","match","critical","PM","Musicians","Prince.jpg"
"54",54,27,108,"c","108c","Im Jahr*1991*werde ich*das Lied*""Shape of You""*aufnehmen,*das berichtete*Ed Sheeran*auf einer Aftershowparty.","Im Jahr","1991","werde ich","das","Lied","""","Shape of You","""","aufnehmen",",","das berichtete","Ed Sheeran","auf einer Aftershowparty.","Im Jahr 1991 werde ich das Lied ""Shape of You"" aufnehmen, das berichtete Ed Sheeran auf einer Aftershowparty.","life mismatch","L1","alive","FALSE","J","mismatch","match","critical","PM","Musicians","Ed_Sheeran.jpg"
"55",55,28,110,"b","110b","Im Jahr*2016*werde ich*das Buch*""Totenfang""*fertigstellen,*das teilte*Benjamin von Stuckrad-Barre*der Presse mit.","Im Jahr","2016","werde ich","das","Buch","""","Totenfang","""","fertigstellen",",","das teilte","Benjamin von Stuckrad-Barre","der Presse mit.","Im Jahr 2016 werde ich das Buch ""Totenfang"" fertigstellen, das teilte Benjamin von Stuckrad-Barre der Presse mit.","fact mismatch","L1","alive","FALSE","J","match","mismatch","critical","PM","Authors","Benjamin_von_Stuckrad-Barre.jpg"
"56",56,28,112,"b","112b","Im Jahr*1837*werde ich*das Buch*""Woyzeck""*fertigstellen,*das teilte*Charles Dickens*der Presse mit.","Im Jahr","1837","werde ich","das","Buch","""","Woyzeck","""","fertigstellen",",","das teilte","Charles Dickens","der Presse mit.","Im Jahr 1837 werde ich das Buch ""Woyzeck"" fertigstellen, das teilte Charles Dickens der Presse mit.","fact mismatch","L1","dead","FALSE","J","match","mismatch","critical","PM","Authors","Charles_Dickens.jpg"
"57",57,29,114,"a","114a","Im Jahr*2013*werde ich*das Lied*""Gangnam Style""*veröffentlichen,*das äußerte*Psy*gegenüber interessierten Fans.","Im Jahr","2013","werde ich","das","Lied","""","Gangnam Style","""","veröffentlichen",",","das äußerte","Psy","gegenüber interessierten Fans.","Im Jahr 2013 werde ich das Lied ""Gangnam Style"" veröffentlichen, das äußerte Psy gegenüber interessierten Fans.","full match","L1","alive","FALSE","J","match","match","critical","AP","Musicians","Psy.jpg"
"58",58,29,116,"a","116a","Im Jahr*1967*werde ich*das Lied*""What a Wonderful World""*veröffentlichen,*das äußerte*Louis Armstrong*gegenüber interessierten Fans.","Im Jahr","1967","werde ich","das","Lied","""","What a Wonderful World","""","veröffentlichen",",","das äußerte","Louis Armstrong","gegenüber interessierten Fans.","Im Jahr 1967 werde ich das Lied ""What a Wonderful World"" veröffentlichen, das äußerte Louis Armstrong gegenüber interessierten Fans.","full match","L1","dead","FALSE","J","match","match","critical","AP","Musicians","Louis_Armstrong.jpg"
"59",59,30,117,"d","117d","Im Jahr*2011*werde ich*das Lied*""Stormy Blues""*herausbringen,*das schilderte*Elvis Presley*in einem Interview.","Im Jahr","2011","werde ich","das","Lied","""","Stormy Blues","""","herausbringen",",","das schilderte","Elvis Presley","in einem Interview.","Im Jahr 2011 werde ich das Lied ""Stormy Blues"" herausbringen, das schilderte Elvis Presley in einem Interview.","life-fact mismatch","L1","dead","FALSE","J","mismatch","mismatch","critical","AP","Musicians","Elvis_Presley.jpg"
"60",60,30,119,"d","119d","Im Jahr*1956*werde ich*das Lied*""Call Me Maybe""*herausbringen,*das schilderte*Lady Gaga*in einem Interview.","Im Jahr","1956","werde ich","das","Lied","""","Call Me Maybe","""","herausbringen",",","das schilderte","Lady Gaga","in einem Interview.","Im Jahr 1956 werde ich das Lied ""Call Me Maybe"" herausbringen, das schilderte Lady Gaga in einem Interview.","life-fact mismatch","L1","alive","FALSE","J","mismatch","mismatch","critical","AP","Musicians","Lady_Gaga.jpg"
"61",61,31,121,"c","121c","Im Jahr*2010*werde ich*das Lied*""I Put a Spell on You""*aufnehmen,*das behauptete*Nina Simone*auf einer Aftershowparty.","Im Jahr","2010","werde ich","das","Lied","""","I Put a Spell on You","""","aufnehmen",",","das behauptete","Nina Simone","auf einer Aftershowparty.","Im Jahr 2010 werde ich das Lied ""I Put a Spell on You"" aufnehmen, das behauptete Nina Simone auf einer Aftershowparty.","life mismatch","L1","dead","FALSE","J","mismatch","match","critical","AP","Musicians","Nina_Simone.jpg"
"62",62,31,123,"c","123c","Im Jahr*1965*werde ich*das Lied*""Love the Way You Lie""*aufnehmen,*das behauptete*Rihanna*auf einer Aftershowparty.","Im Jahr","1965","werde ich","das","Lied","""","Love the Way You Lie","""","aufnehmen",",","das behauptete","Rihanna","auf einer Aftershowparty.","Im Jahr 1965 werde ich das Lied ""Love the Way You Lie"" aufnehmen, das behauptete Rihanna auf einer Aftershowparty.","life mismatch","L1","alive","FALSE","J","mismatch","match","critical","AP","Musicians","Rihanna.jpg"
"63",63,32,125,"b","125b","Im Jahr*2012*werde ich*in dem Film*""Django Unchained""*mitspielen,*das verkündete*Daniel Craig*der Öffentlichkeit.","Im Jahr","2012","werde ich","in dem","Film","""","Django Unchained","""","mitspielen",",","das verkündete","Daniel Craig","der Öffentlichkeit.","Im Jahr 2012 werde ich in dem Film ""Django Unchained"" mitspielen, das verkündete Daniel Craig der Öffentlichkeit.","fact mismatch","L1","alive","FALSE","J","match","mismatch","critical","PM","Actors","Daniel_Craig.jpg"
"64",64,32,127,"b","127b","Im Jahr*1962*werde ich*in dem Film*""Meuterei auf der Bounty""*mitspielen,*das verkündete*Alec Guinness*der Öffentlichkeit.","Im Jahr","1962","werde ich","in dem","Film","""","Meuterei auf der Bounty","""","mitspielen",",","das verkündete","Alec Guinness","der Öffentlichkeit.","Im Jahr 1962 werde ich in dem Film ""Meuterei auf der Bounty"" mitspielen, das verkündete Alec Guinness der Öffentlichkeit.","fact mismatch","L1","dead","FALSE","J","match","mismatch","critical","PM","Actors","Alec_Guinness.jpg"
"65",65,33,129,"a","129a","Im Jahr*2001*werde ich*das Buch*""Die Korrekturen""*publizieren,*das meinte*Jonathan Franzen*nach einer Lesung.","Im Jahr","2001","werde ich","das","Buch","""","Die Korrekturen","""","publizieren",",","das meinte","Jonathan Franzen","nach einer Lesung.","Im Jahr 2001 werde ich das Buch ""Die Korrekturen"" publizieren, das meinte Jonathan Franzen nach einer Lesung.","full match","L1","alive","FALSE","J","match","match","critical","PM","Authors","Jonathan_Franzen.jpg"
"66",66,33,131,"a","131a","Im Jahr*1847*werde ich*das Buch*""Jane Eyre""*publizieren,*das meinte*Charlotte Brontë*nach einer Lesung.","Im Jahr","1847","werde ich","das","Buch","""","Jane Eyre","""","publizieren",",","das meinte","Charlotte Brontë","nach einer Lesung.","Im Jahr 1847 werde ich das Buch ""Jane Eyre"" publizieren, das meinte Charlotte Brontë nach einer Lesung.","full match","L1","dead","FALSE","J","match","match","critical","PM","Authors","Charlotte_Bronte_Drawing.jpg"
"67",67,34,134,"d","134d","Im Jahr*2000*werde ich*das Buch*""Max und Moritz""*abschließen,*das erzählte*Lewis Carroll*auf Nachfrage.","Im Jahr","2000","werde ich","das","Buch","""","Max und Moritz","""","abschließen",",","das erzählte","Lewis Carroll","auf Nachfrage.","Im Jahr 2000 werde ich das Buch ""Max und Moritz"" abschließen, das erzählte Lewis Carroll auf Nachfrage.","life-fact mismatch","L1","dead","FALSE","J","mismatch","mismatch","critical","PM","Authors","Lewis_Carroll.jpg"
"68",68,34,136,"d","136d","Im Jahr*1865*werde ich*das Buch*""Illuminati""*abschließen,*das erzählte*J.K. Rowling*auf Nachfrage.","Im Jahr","1865","werde ich","das","Buch","""","Illuminati","""","abschließen",",","das erzählte","J.K. Rowling","auf Nachfrage.","Im Jahr 1865 werde ich das Buch ""Illuminati"" abschließen, das erzählte J.K. Rowling auf Nachfrage.","life-fact mismatch","L1","alive","FALSE","J","mismatch","mismatch","critical","PM","Authors","JK_Rowling.jpg"
"69",69,35,138,"c","138c","Im Jahr*1996*werde ich*das Buch*""Die Judenbuche""*fertigstellen,*das stellte*Annette von Droste-Hülshoff*in einer Fragerunde fest.","Im Jahr","1996","werde ich","das","Buch","""","Die Judenbuche","""","fertigstellen",",","das stellte","Annette von Droste-Hülshoff","in einer Fragerunde fest.","Im Jahr 1996 werde ich das Buch ""Die Judenbuche"" fertigstellen, das stellte Annette von Droste-Hülshoff in einer Fragerunde fest.","life mismatch","L1","dead","FALSE","J","mismatch","match","critical","PM","Authors","Annette_von_Droste-Hülshoff.jpg"
"70",70,35,140,"c","140c","Im Jahr*1842*werde ich*das Buch*""Infinite Jest""*fertigstellen,*das stellte*David Foster Wallace*in einer Fragerunde fest.","Im Jahr","1842","werde ich","das","Buch","""","Infinite Jest","""","fertigstellen",",","das stellte","David Foster Wallace","in einer Fragerunde fest.","Im Jahr 1842 werde ich das Buch ""Infinite Jest"" fertigstellen, das stellte David Foster Wallace in einer Fragerunde fest.","life mismatch","L1","alive","FALSE","J","mismatch","match","critical","PM","Authors","David_Foster_Wallace.jpg"
"71",71,36,142,"b","142b","Im Jahr*2009*werde ich*in dem Film*""Twilight: New Moon""*zu sehen sein,*das versicherte*Chris Pine*einem Reporter.","Im Jahr","2009","werde ich","in dem","Film","""","Twilight: New Moon","""","zu sehen sein",",","das versicherte","Chris Pine","einem Reporter.","Im Jahr 2009 werde ich in dem Film ""Twilight: New Moon"" zu sehen sein, das versicherte Chris Pine einem Reporter.","fact mismatch","L1","alive","FALSE","J","match","mismatch","critical","PM","Actors","Chris_Pine.jpg"
"72",72,36,144,"b","144b","Im Jahr*1980*werde ich*in dem Film*""Superman 2""*zu sehen sein,*das versicherte*John Belushi*einem Reporter.","Im Jahr","1980","werde ich","in dem","Film","""","Superman 2","""","zu sehen sein",",","das versicherte","John Belushi","einem Reporter.","Im Jahr 1980 werde ich in dem Film ""Superman 2"" zu sehen sein, das versicherte John Belushi einem Reporter.","fact mismatch","L1","dead","FALSE","J","match","mismatch","critical","PM","Actors","John_Belushi.jpg"
"73",73,37,146,"a","146a","Im Jahr*2018*werde ich*das Buch*""Aufklärung jetzt!""*publizieren,*das berichtete*Steven Pinker*einer Journalistin.","Im Jahr","2018","werde ich","das","Buch","""","Aufklärung jetzt!","""","publizieren",",","das berichtete","Steven Pinker","einer Journalistin.","Im Jahr 2018 werde ich das Buch ""Aufklärung jetzt!"" publizieren, das berichtete Steven Pinker einer Journalistin.","full match","L1","alive","FALSE","J","match","match","critical","PM","Authors","Steven_Pinker"
"74",74,37,148,"a","148a","Im Jahr*1844*werde ich*das Buch*""Deutschland. Ein Sommermärchen""*publizieren,*das berichtete*Heinrich Heine*einer Journalistin.","Im Jahr","1844","werde ich","das","Buch","""","Deutschland. Ein Sommermärchen","""","publizieren",",","das berichtete","Heinrich Heine","einer Journalistin.","Im Jahr 1844 werde ich das Buch ""Deutschland. Ein Sommermärchen"" publizieren, das berichtete Heinrich Heine einer Journalistin.","full match","L1","dead","FALSE","J","match","match","critical","PM","Authors","Heinrich_Heine.jpg"
"75",75,38,149,"d","149d","Im Jahr*2003*werde ich*das Lied*""All Along the Watchtower""*veröffentlichen,*das teilte*Jim Morrison*einer Nachrichtenagentur mit.","Im Jahr","2003","werde ich","das","Lied","""","All Along the Watchtower","""","veröffentlichen",",","das teilte","Jim Morrison","einer Nachrichtenagentur mit.","Im Jahr 2003 werde ich das Lied ""All Along the Watchtower"" veröffentlichen, das teilte Jim Morrison einer Nachrichtenagentur mit.","life-fact mismatch","L1","dead","FALSE","J","mismatch","mismatch","critical","AP","Musicians","Jim_Morrison.jpeg"
"76",76,38,151,"d","151d","Im Jahr*1968*werde ich*das Lied*""Crazy In Love""*veröffentlichen,*das teilte*Justin Timberlake*einer Nachrichtenagentur mit.","Im Jahr","1968","werde ich","das","Lied","""","Crazy In Love","""","veröffentlichen",",","das teilte","Justin Timberlake","einer Nachrichtenagentur mit.","Im Jahr 1968 werde ich das Lied ""Crazy In Love"" veröffentlichen, das teilte Justin Timberlake einer Nachrichtenagentur mit.","life-fact mismatch","L1","alive","FALSE","J","mismatch","mismatch","critical","AP","Musicians","Justin_Timberlake.jpg"
"77",77,39,153,"c","153c","Im Jahr*2012*werde ich*das Lied*""Mercedes Benz""*herausbringen,*das äußerte*Janis Joplin*auf einer Aftershowparty.","Im Jahr","2012","werde ich","das","Lied","""","Mercedes Benz","""","herausbringen",",","das äußerte","Janis Joplin","auf einer Aftershowparty.","Im Jahr 2012 werde ich das Lied ""Mercedes Benz"" herausbringen, das äußerte Janis Joplin auf einer Aftershowparty.","life mismatch","L1","dead","FALSE","J","mismatch","match","critical","AP","Musicians","Janis_Joplin.jpg"
"78",78,39,155,"c","155c","Im Jahr*1970*werde ich*das Lied*""Summertime Sadness""*herausbringen,*das äußerte*Lana Del Ray*auf einer Aftershowparty.","Im Jahr","1970","werde ich","das","Lied","""","Summertime Sadness","""","herausbringen",",","das äußerte","Lana Del Ray","auf einer Aftershowparty.","Im Jahr 1970 werde ich das Lied ""Summertime Sadness"" herausbringen, das äußerte Lana Del Ray auf einer Aftershowparty.","life mismatch","L1","alive","FALSE","J","mismatch","match","critical","AP","Musicians","Lana_del_Rey.jpg"
"79",79,40,157,"b","157b","Im Jahr*1993*werde ich*das Musikstück*""Jurassic Park Soundtrack""*komponieren,*das schilderte*Meat Loaf*der Fachpresse.","Im Jahr","1993","werde ich","das","Musikstück","""","Jurassic Park Soundtrack","""","komponieren",",","das schilderte","Meat Loaf","der Fachpresse.","Im Jahr 1993 werde ich das Musikstück ""Jurassic Park Soundtrack"" komponieren, das schilderte Meat Loaf der Fachpresse.","fact mismatch","L1","alive","FALSE","J","match","mismatch","critical","PM","Musicians","Meat_Loaf.jpg"
"80",80,40,159,"b","159b","Im Jahr*1869*werde ich*das Musikstück*""Der Ring des Nibelungen""*komponieren,*das schilderte*Johannes Brahms*der Fachpresse.","Im Jahr","1869","werde ich","das","Musikstück","""","Der Ring des Nibelungen","""","komponieren",",","das schilderte","Johannes Brahms","der Fachpresse.","Im Jahr 1869 werde ich das Musikstück ""Der Ring des Nibelungen"" komponieren, das schilderte Johannes Brahms der Fachpresse.","fact mismatch","L1","dead","FALSE","J","match","mismatch","critical","PM","Musicians","Johannes_Brahms.jpg"
"81",81,1,1,"b","1b","Im Jahr*2001*werde ich*in dem Film*""Harry Potter und der Stein der Weisen""*auftreten,*das behauptete*Russell Crowe*in einem Intervew.","Im Jahr","2001","werde ich","in dem","Film","""","Harry Potter und der Stein der Weisen","""","auftreten",",","das behauptete","Russell Crowe","in einem Intervew.","Im Jahr 2001 werde ich in dem Film ""Harry Potter und der Stein der Weisen"" auftreten, das behauptete Russell Crowe in einem Intervew.","fact mismatch","L2","alive","FALSE","J","match","mismatch","critical","DP","Actors","Russell_Crowe.jpg"
"82",82,1,3,"b","3b","Im Jahr*1939*werde ich*in dem Film*""Zauberer von Oz""*auftreten,*das behauptete*Humphrey Bogart*in einem Intervew.","Im Jahr","1939","werde ich","in dem","Film","""","Zauberer von Oz","""","auftreten",",","das behauptete","Humphrey Bogart","in einem Intervew.","Im Jahr 1939 werde ich in dem Film ""Zauberer von Oz"" auftreten, das behauptete Humphrey Bogart in einem Intervew.","fact mismatch","L2","dead","FALSE","J","match","mismatch","critical","DP","Actors","Humphrey_Bogart.jpg"
"83",83,2,5,"a","5a","Im Jahr*2018*werde ich*das Lied*""Je ne parle pas français""*aufnehmen,*das verkündete*Namika*gegenüber der Presse.","Im Jahr","2018","werde ich","das","Lied","""","Je ne parle pas français","""","aufnehmen",",","das verkündete","Namika","gegenüber der Presse.","Im Jahr 2018 werde ich das Lied ""Je ne parle pas français"" aufnehmen, das verkündete Namika gegenüber der Presse.","full match","L2","alive","FALSE","J","match","match","critical","DP","Musicians","Namika.jpg"
"84",84,2,7,"a","7a","Im Jahr*1982*werde ich*das Lied*""Under Pressure""*aufnehmen,*das verkündete*David Bowie*gegenüber der Presse.","Im Jahr","1982","werde ich","das","Lied","""","Under Pressure","""","aufnehmen",",","das verkündete","David Bowie","gegenüber der Presse.","Im Jahr 1982 werde ich das Lied ""Under Pressure"" aufnehmen, das verkündete David Bowie gegenüber der Presse.","full match","L2","dead","FALSE","J","match","match","critical","DP","Musicians","David_Bowie.jpg"
"85",85,3,10,"d","10d","Im Jahr*1997*werde ich*in dem Film*""Vom Winde verweht""*mitspielen,*das meinte*James Dean*zu einem Reporter.","Im Jahr","1997","werde ich","in dem","Film","""","Vom Winde verweht","""","mitspielen",",","das meinte","James Dean","zu einem Reporter.","Im Jahr 1997 werde ich in dem Film ""Vom Winde verweht"" mitspielen, das meinte James Dean zu einem Reporter.","life-fact mismatch","L2","dead","FALSE","J","mismatch","mismatch","critical","DP","Actors","James_Dean.jpg"
"86",86,3,12,"d","12d","Im Jahr*1940*werde ich*in dem Film*""Austin Powers""*mitspielen,*das meinte*George Clooney*zu einem Reporter.","Im Jahr","1940","werde ich","in dem","Film","""","Austin Powers","""","mitspielen",",","das meinte","George Clooney","zu einem Reporter.","Im Jahr 1940 werde ich in dem Film ""Austin Powers"" mitspielen, das meinte George Clooney zu einem Reporter.","life-fact mismatch","L2","alive","FALSE","J","mismatch","mismatch","critical","DP","Actors","George_Clooney.jpg"
